CHANNELAREAIDFK,CONTRACTIDFK,DREDGECOST,DREDGINGEVENTAREAIDFK,DREDGINGEVENTIDPK,DREDGINGPURPOSE,EVENTDEPTH,EVENTDEPTHUOM,EVENTTYPE,EXECYEAR,FEATUREDESCRIPTION,FEATURENAME,MEDIAID,METADATAID,PLACEMENTAREADESC,PLACEMENTAREAIDFK,RPSUID,RPUID,SDSID,UNITCOST,VOLUMEDREDGED,RIVER,POOL,DREDGE_TYPE,LABOR_TYPE,DATE_START,DATE_END,UP_RIV_MIL,DN_RIV_MIL,VOLUME_UNITS,REACH_NAME,PREHYDROSURVEY_ID,POSTHYDROSURVEY_ID,REHANDLE_ID,DREDGE_NAME,COST,NARRATIVE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
,,,99997,PE2022122802285,channel,-11,foot,dredged,2022,,Deer Park Light,,2022121322802285,,IL_2279_R,,,,,2200,Illinois_Waterway,PE,Mechanical,Hired_Labor,12/13/2022 0:00,12/15/2022 0:00,228.5,228,cubicYard,DEER PARK LIGHT,CEMVR_DIS_IL_PE_MVR_20221212_CS_22702290_22D,CEMVR_DIS_IL_PE_MVR_20221215_AD_22802287_22D,,CRANE BARGE 11,,"Bankline	227.6-228.0R",B5ODT9MA,2/21/2023 15:09,B5ODTDJM,6/12/2025 18:27
,,,99731,SR2022123222326,channel,-11,foot,dredged,2022,,Delbridge Island,,2022011923222326,,IL_2417_R,,,,,11439,Illinois_Waterway,SR,Mechanical,Hired_Labor,1/19/2022 0:00,3/15/2022 0:00,232.6,232.2,cubicYard,STARVED ROCK UPPER,IL_SR_MVR_20211208_CS_23222326_21D,IL_SR_MVR_20220413_CS_23202330_22A,,CRANE BARGE 11,,Upland 241.7R,B5ODT9MA,2/21/2023 15:09,B5ODTDJM,6/12/2025 18:27
,,,99779,LA2010113381345,channel,-11,foot,dredged,2010,<Null>,SENATE ISLAND,,2010091213381345,,IL_1342_L,,,,,65593,Illinois_Waterway,LA,Hydraulic,Commercial,9/12/2010 0:00,9/24/2010 0:00,134.5,133.8,cubicYard,SENATE ISLAND,IL_LA_MVR_20100901_CS_13381350_10A,IL_LA_MVR_20101109_AD_13371345_10B,,BUXTON II,,Material placed on bankline to improve portion of levee that has eroded. Material expected to be capped with riprap by LD.,B5ODT9MA,3/23/2023 14:27,B5ODTDJM,6/12/2025 18:27
,,,99891,1.6201E+14,harbor,-11,foot,dredged,2010,,ANDALUSIA HARBOR,,2010032147304730,,UM_4618_L,,,,,5834,Mississippi_River,16,Mechanical,Hired_Labor,3/21/2010 0:00,4/7/2010 0:00,473,473,cubicYard,BUFFALO,MVRUM16_47304730_10A,MVRUM16_47304730_10A,<Null>,BARGE 767,,PLACEMENT UPLAND 462.0 LB,B5ODT9MA,3/23/2023 14:27,B5ODTDJM,6/12/2025 18:27
,,,99823,2.1201E+14,channel,-11,foot,dredged,2010,,HOGBACK 2,,2010102333123320,,UM_3318_L,,,,,28325,Mississippi_River,21,Hydraulic,Hired_Labor,10/23/2010 0:00,10/25/2010 0:00,332,331.2,cubicYard,HOGBACK,UM_21_MVR_20101019_BD_33113327_10D,UM_21_MVR_20101101_BD_33083320_10E,<Null>,GOETZ,,"PLACEMENT BANK LINE 331.5-331.8L
",B5ODT9MA,3/23/2023 14:27,B5ODTDJM,6/12/2025 18:27
,,,99969,1.12001E+14,channel,-11,foot,dredged,2001,,HURRICANE ISLAND,,2001091759855988,,UM_6061_L,,,,,6275,Mississippi_River,11,Mechanical,Commercial,9/17/2001 0:00,9/21/2001 0:00,598.8,598.5,cubicYard,HURRICANE ISLAND,UM_11_MVR_20010911_BD_59825990_01B,UM_11_MVR_20010924_CS_59805990_01C,,CONTRACT,,DAIRYLAND POWER INLAND PLACEMENT 606.1-606.3L,B5ODTJLM,3/29/2023 17:22,B5ODTDJM,6/12/2025 18:27
,,,99896,1.62006E+14,channel,-11,foot,dredged,2006,"event split between dredging reaches, event total volume 13,203 cyds",CRESCENT BRIDGE,,2006073048044812,,UM_4820_L,,,,,6603,Mississippi_River,16,Mechanical,Hired_Labor,7/31/2006 0:00,8/15/2006 0:00,481.2,480.4,cubicYard,CREDIT ISLAND,UM_16_MVR_20060726_BD_48004814_06B,,,HIRED LABOR,,CENTENNIAL BRIDGE STOCKPILE BANKLINE PLACEMENT 481.9-482.0L,B5ODTJLM@MVD,8/16/2023 15:37,B5ODTJLM@MVD,9/25/2023 16:59
,,,99937,1.32001E+14,channel,-12,foot,dredged,2001,,MAQUOKETA,,2001090554695472,,UM_5465_R,,,,,27437,Mississippi_River,13,Hydraulic,Hired_Labor,9/5/2001 0:00,9/13/2001 0:00,547.2,546.9,cubicYard,MAQUOKETA RIVER,UM_13_MVR_20010814_BD_54605480_01A,UM_13_MVR_20010918_CS_54605475_01B,,WM. A. THOMPSON,,UPLAND PLACEMENT 546.4-546.6R,B5ODTJLM,3/29/2023 17:22,B5ODTDJM,6/12/2025 18:27
,,,,1.42001E+14,clearing,-11,foot,dredged,2001,,LECLAIRE CANAL,,2001092049434945,,UM_4939_R,,,,,14384,Mississippi_River,14,Mechanical,Hired_Labor,9/20/2001 0:00,10/18/2001 0:00,494.5,494.3,cubicYard,LOCK 14 UPPER,UM_14_MVR_20010312_CS_49434946_01A,UM_14_MVR_20011029_AD_49424945_01B,,HIRED LABOR,,SMITH ISLAND UPLAND PLACEMENT 493.9R & 494.1R,B5ODTJLM,3/29/2023 17:22,B5ODTDJM,6/12/2025 18:27
,,,99891,1.62001E+14,channel,-11,foot,dredged,2001,,BUFFALO,,2001101647204723,,UM_4718_R,,,,,18963,Mississippi_River,16,Hydraulic,Hired_Labor,10/16/2001 0:00,10/19/2001 0:00,472.3,472,cubicYard,BUFFALO,UM_16_MVR_20011012_BD_47194725_01C,UM_16_MVR_20011024_AD_47194725_01D,,WM. A. THOMPSON,,BUFFALO SHORES BANKLINE PLACEMENT 471.7-471.9R,B5ODTJLM,3/29/2023 17:22,B5ODTDJM,6/12/2025 18:27
